code,code_nm,market,risk_prob,risk_grade,std_date
A033310,엠투엔,KOSDAQ,0.3157067773730784,7,2022-09-09
A039420,케이엘넷,KOSDAQ,0.31225242677189513,7,2022-09-09
A037460,삼지전자,KOSDAQ,0.3120440979783345,7,2022-09-09
A032580,피델릭스,KOSDAQ,0.311371646111775,7,2022-09-09
A115310,인포바인,KOSDAQ,0.3098557729723484,7,2022-09-09
A062860,티엘아이,KOSDAQ,0.3060104294425456,7,2022-09-09
A047770,코데즈컴바인,KOSDAQ,0.30440353003858267,7,2022-09-09
A174900,앱클론,KOSDAQ,0.2994433964689196,7,2022-09-09
A187270,신화콘텍,KOSDAQ,0.2970219627426995,7,2022-09-09
A081580,성우전자,KOSDAQ,0.2944655839413905,7,2022-09-09
A006140,피제이전자,KOSDAQ,0.2943919516377808,7,2022-09-09
A001000,신라섬유,KOSDAQ,0.29379932157313376,7,2022-09-09
A035810,이지홀딩스,KOSDAQ,0.292022475601685,7,2022-09-09
A153460,네이블,KOSDAQ,0.28569607078786524,7,2022-09-09
A115440,우리넷,KOSDAQ,0.2783942427962302,7,2022-09-09
A119850,지엔씨에너지,KOSDAQ,0.27581941714524094,7,2022-09-09
A101330,모베이스,KOSDAQ,0.27262433253330254,7,2022-09-09
A204020,그리티,KOSDAQ,0.2702201468472479,7,2022-09-09
A054300,팬스타엔터프라이즈,KOSDAQ,0.2676364812311232,7,2022-09-09
A025880,케이씨피드,KOSDAQ,0.26144580741472245,7,2022-09-09
A054800,아이디스홀딩스,KOSDAQ,0.2573115007694521,7,2022-09-09
A104830,원익머트리얼즈,KOSDAQ,0.25648539639900575,7,2022-09-09
A044180,KD,KOSDAQ,0.2520787378405746,7,2022-09-09
A290380,대유,KOSDAQ,0.24975209911183047,7,2022-09-09
A097800,윈팩,KOSDAQ,0.24834115967393475,7,2022-09-09
A161570,THE MIDONG,KOSDAQ,0.24797140276512675,7,2022-09-09
A046140,SBS콘텐츠허브,KOSDAQ,0.24630264645155966,7,2022-09-09
A091580,상신이디피,KOSDAQ,0.2456899592060464,7,2022-09-09
A039560,다산네트웍스,KOSDAQ,0.24550505070999798,7,2022-09-09
A230360,에코마케팅,KOSDAQ,0.2452361832176751,7,2022-09-09
A131400,이브이첨단소재,KOSDAQ,0.24498697253231924,7,2022-09-09
A187790,나노,KOSDAQ,0.24277620769094904,7,2022-09-09
A094820,일진파워,KOSDAQ,0.24199041950318387,7,2022-09-09
A134060,이퓨쳐,KOSDAQ,0.24196572787422183,7,2022-09-09
A267980,매일유업,KOSDAQ,0.2417203061062616,7,2022-09-09
A012620,원일특강,KOSDAQ,0.24073706445035675,7,2022-09-09
A100090,삼강엠앤티,KOSDAQ,0.23948639873455577,7,2022-09-09
A033050,제이엠아이,KOSDAQ,0.23816912541494048,7,2022-09-09
A192250,케이사인,KOSDAQ,0.23788610608466115,7,2022-09-09
A126880,제이엔케이히터,KOSDAQ,0.23220020925540313,7,2022-09-09
A049080,기가레인,KOSDAQ,0.2320719721662399,7,2022-09-09
A060560,홈센타홀딩스,KOSDAQ,0.22984094605207459,7,2022-09-09
A036890,진성티이씨,KOSDAQ,0.22945591179036004,7,2022-09-09
A097870,효성오앤비,KOSDAQ,0.2292776029243941,7,2022-09-09
A252990,샘씨엔에스,KOSDAQ,0.22850549912667506,7,2022-09-09
A254120,자비스,KOSDAQ,0.22714212878261428,7,2022-09-09
A104480,티케이케미칼,KOSDAQ,0.22355248906573408,7,2022-09-09
A017250,인터엠,KOSDAQ,0.2229331928491196,7,2022-09-09
A141080,레고켐바이오,KOSDAQ,0.22206081474720993,7,2022-09-09
A122690,서진오토모티브,KOSDAQ,0.22076943714783154,7,2022-09-09
A083500,에프엔에스테크,KOSDAQ,0.2191028068585681,7,2022-09-09
A313760,윌링스,KOSDAQ,0.21837543021434497,7,2022-09-09
A056190,에스에프에이,KOSDAQ,0.21811546774187024,7,2022-09-09
A003310,대주산업,KOSDAQ,0.21757783771227462,7,2022-09-09
A340360,다보링크,KOSDAQ,0.21658546311180946,7,2022-09-09
A184230,SGA솔루션즈,KOSDAQ,0.21521242604745877,7,2022-09-09
A038060,루멘스,KOSDAQ,0.21275239152086897,7,2022-09-09
A224110,에이텍티앤,KOSDAQ,0.21268398500720917,7,2022-09-09
A129890,앱코,KOSDAQ,0.2126774024452041,7,2022-09-09
A272110,케이엔제이,KOSDAQ,0.20831991687323734,7,2022-09-09
A066620,국보디자인,KOSDAQ,0.20625056693203075,7,2022-09-09
A050960,수산아이앤티,KOSDAQ,0.20546349467427052,7,2022-09-09
A138080,오이솔루션,KOSDAQ,0.20438145262796897,7,2022-09-09
A073110,엘엠에스,KOSDAQ,0.20328371552413915,7,2022-09-09
A008830,대동기어,KOSDAQ,0.20309987742989025,7,2022-09-09
A095610,테스,KOSDAQ,0.1988739650773939,7,2022-09-09
A277070,린드먼아시아,KOSDAQ,0.1949661329785511,7,2022-09-09
A024060,흥구석유,KOSDAQ,0.1931976855093527,7,2022-09-09
A014190,원익큐브,KOSDAQ,0.1922149838931794,7,2022-09-09
A045100,한양이엔지,KOSDAQ,0.19213337478201128,7,2022-09-09
A024810,이화전기,KOSDAQ,0.1916513944614659,7,2022-09-09
A064480,브리지텍,KOSDAQ,0.19074885670744676,7,2022-09-09
A115480,씨유메디칼,KOSDAQ,0.19033908576876213,7,2022-09-09
A056700,신화인터텍,KOSDAQ,0.18965843991450934,7,2022-09-09
A293580,나우IB,KOSDAQ,0.1886629934260861,7,2022-09-09
A267790,배럴,KOSDAQ,0.18598003951817432,7,2022-09-09
A073010,케이에스피,KOSDAQ,0.18334451000853827,7,2022-09-09
A099220,SDN,KOSDAQ,0.183274335153664,7,2022-09-09
A045660,에이텍,KOSDAQ,0.1830215741428237,7,2022-09-09
A043910,자연과환경,KOSDAQ,0.18010613422716423,6,2022-09-09
A019550,SBI인베스트먼트,KOSDAQ,0.17678995258959043,6,2022-09-09
A222420,쎄노텍,KOSDAQ,0.17574122873070339,6,2022-09-09
A285490,노바텍,KOSDAQ,0.17453221346535305,6,2022-09-09
A268600,셀리버리,KOSDAQ,0.17255110789566017,6,2022-09-09
A101490,에스앤에스텍,KOSDAQ,0.1723936805039054,6,2022-09-09
A124500,아이티센,KOSDAQ,0.17079884996144432,6,2022-09-09
A238120,얼라인드,KOSDAQ,0.170683949158203,6,2022-09-09
A054040,한국컴퓨터,KOSDAQ,0.17028505518890344,6,2022-09-09
A149980,하이로닉,KOSDAQ,0.16897869208285418,6,2022-09-09
A052900,KX하이텍,KOSDAQ,0.16355055764547674,6,2022-09-09
A171010,램테크놀러지,KOSDAQ,0.1631444842524455,6,2022-09-09
A237750,피앤씨테크,KOSDAQ,0.16286772221232435,6,2022-09-09
A030530,원익홀딩스,KOSDAQ,0.16174857968093978,6,2022-09-09
A357780,솔브레인,KOSDAQ,0.16143613389556025,6,2022-09-09
A092600,앤씨앤,KOSDAQ,0.16086327177657855,6,2022-09-09
A095270,웨이브일렉트로,KOSDAQ,0.16081803129677258,6,2022-09-09
A005990,매일홀딩스,KOSDAQ,0.16080605781269644,6,2022-09-09
A075970,동국알앤에스,KOSDAQ,0.15842960531962388,6,2022-09-09
A037350,성도이엔지,KOSDAQ,0.15522513613056188,6,2022-09-09
A136480,하림,KOSDAQ,0.15421582458732871,6,2022-09-09
A099440,스맥,KOSDAQ,0.15378598351857134,6,2022-09-09
A194700,노바렉스,KOSDAQ,0.15356503545633646,6,2022-09-09
A065450,빅텍,KOSDAQ,0.15355894875560222,6,2022-09-09
A058820,CMG제약,KOSDAQ,0.15283596406360347,6,2022-09-09
A106240,파인테크닉스,KOSDAQ,0.15271137966374543,6,2022-09-09
A033540,파라텍,KOSDAQ,0.15253655847899825,6,2022-09-09
A014970,삼륭물산,KOSDAQ,0.14963995256219786,6,2022-09-09
A009780,엠에스씨,KOSDAQ,0.14829577799537855,6,2022-09-09
A235980,메드팩토,KOSDAQ,0.14651537532467152,6,2022-09-09
A052600,한네트,KOSDAQ,0.14651408147440045,6,2022-09-09
A006920,모헨즈,KOSDAQ,0.14647873008632134,6,2022-09-09
A095190,이엠코리아,KOSDAQ,0.1464697202453439,6,2022-09-09
A203690,프로스테믹스,KOSDAQ,0.14604208961231338,6,2022-09-09
A050890,쏠리드,KOSDAQ,0.14584269739195735,6,2022-09-09
A115610,이미지스,KOSDAQ,0.1457159582745233,6,2022-09-09
A094970,제이엠티,KOSDAQ,0.14519109896047613,6,2022-09-09
A177830,파버나인,KOSDAQ,0.14466193501459818,6,2022-09-09
A083650,비에이치아이,KOSDAQ,0.14466187968076297,6,2022-09-09
A357550,석경에이티,KOSDAQ,0.14458593718461343,6,2022-09-09
A029960,코엔텍,KOSDAQ,0.14326493410514704,6,2022-09-09
A007770,한일화학,KOSDAQ,0.1427111581942804,6,2022-09-09
A007390,네이처셀,KOSDAQ,0.14119613083489194,6,2022-09-09
A101170,우림피티에스,KOSDAQ,0.14086176081230806,6,2022-09-09
A027360,아주IB투자,KOSDAQ,0.14072474009729866,6,2022-09-09
A020710,시공테크,KOSDAQ,0.14070949925881107,6,2022-09-09
A131290,티에스이,KOSDAQ,0.13850930241123385,6,2022-09-09
A189690,포시에스,KOSDAQ,0.13753826702606037,6,2022-09-09
A046890,서울반도체,KOSDAQ,0.13723122946595298,6,2022-09-09
A297890,HB솔루션,KOSDAQ,0.1364761492697532,6,2022-09-09
A036200,유니셈,KOSDAQ,0.13636466572562725,6,2022-09-09
